Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
558829,880,0.5,28.8,0.88,267,0.32,0.1,40,0.14,0.02,29.8,0.36,7.8,8.9,17,0.07,POINT (-5.9906859832314225 54.10733866155133),5.51,11.0,Silt
558830,690,0.5,30,0.48,326,0.49,0.2,88,0.62,0.02,57.4,0.4,4.8,27.6,47,0.06,POINT (-6.188852663124168 54.19121745309842),5.75,9.8,Loam
558831,720,2,9.8,0.81,15,0.1,0.05,40,0.06,0.02,84.7,0.73,4,4.8,4,0.22,POINT (-6.172263115385789 54.16717403741695),3.01,87.73,Clay
558832,540,0.5,18.1,0.63,292,0.36,0.26,62,0.49,0.02,35.5,0.36,4.3,20.5,41,0.09,POINT (-6.155367657329632 54.173143069419694),5.64,9.63,Loam
558833,550,5,11.1,1.78,14,0.05,0.04,24,0.07,0.01,118,0.8,20.9,6,17,0.22,POINT (-6.029969799450067 54.18691663899187),3.59,60.76,Clay
558834,370,0.5,8.5,0.36,114,0.19,0.2,53,0.48,0.01,35.3,0.23,7.1,21.8,48,0.06,POINT (-6.179420650621037 54.154128187151514),4.39,21.11,Clay
558835,750,0.5,27.5,0.43,281,0.1,0.12,38,0.34,0.03,14.4,0.12,2.3,12.8,24,0.06,POINT (-6.198510145442973 54.21786836834341),4.04,6.31,Clay
558836,1180,0.5,51,0.75,419,0.32,0.15,61,0.36,0.03,20.9,0.26,3.5,11.2,21,0.09,POINT (-6.211379970899455 54.212040175679945),5.63,8.71,Loam
558837,1600,0.5,40.9,0.93,676,0.27,0.13,116,0.42,0.02,24.8,0.22,2.9,22.6,33,0.08,POINT (-6.057117493397531 54.28026566148311),4.91,9.47,Clay
558838,500,1,8.7,1.16,599,0.17,0.1,40,0.22,0.02,31.5,0.29,7.2,19.3,25,0.1,POINT (-5.916463071692697 54.11553781495959),4.64,9.4,Clay
558839,910,1,38.4,1.07,437,0.21,0.2,110,0.63,0.02,44.4,0.58,19.5,24.8,40,0.09,POINT (-6.248097971680226 54.13768038275155),4.69,12.34,Clay
558840,490,1,11,0.73,30,0.13,0.1,44,0.15,0.02,68.2,0.65,2.4,9.5,16,0.13,POINT (-5.999969317434934 54.20441984253183),3.48,56.94,Clay
558841,540,0.5,16.6,0.98,123,0.49,0.07,26,0.07,0.02,29,0.5,5.8,5.1,10,0.1,POINT (-5.89191795207259 54.142894007359175),5.72,14.26,Loam
558842,760,0.5,43.1,0.64,263,0.32,0.14,42,0.33,0.03,18,0.31,3.2,12.5,26,0.07,POINT (-6.242570831452335 54.19120480835403),5.14,11.99,Silt
558843,540,0.5,11.1,0.25,49,0.26,0.09,24,0.11,0.02,21.4,0.22,1.6,8.7,12,0.07,POINT (-6.011417887902605 54.10229186783321),4.77,15.76,Clay
558845,880,1,22.8,0.57,218,0.25,0.13,43,0.19,0.02,35.8,0.43,4.2,8,21,0.08,POINT (-6.18854720312154 54.14214487139917),4.87,13.19,Clay
558846,810,0.5,36.9,0.38,313,0.48,0.21,168,1.07,0.02,73.7,0.65,4.6,40.2,57,0.07,POINT (-6.202679671268654 54.167757816298355),5.58,10.29,Silt
558847,1110,0.5,41.1,0.45,256,0.13,0.11,40,0.3,0.02,18,0.24,4.4,14.4,24,0.09,POINT (-6.053525586014116 54.26168013399328),4.56,10.26,Clay
558848,750,0.5,37.3,0.48,271,0.23,0.12,51,0.38,0.02,34.5,0.24,2.1,14.4,21,0.06,POINT (-6.173306970475542 54.218171645558165),4.98,9.78,Silt
558849,1010,0.5,69.6,0.62,419,0.48,0.19,110,0.69,0.02,73.7,0.99,7.4,30.8,54,0.08,POINT (-6.2006168922258755 54.18035111652038),5.59,13.29,Loam
558850,850,0.5,46.5,1.49,644,0.29,0.25,192,0.77,0.02,50.2,1.7,12.1,35,50,0.08,POINT (-6.259912010842044 54.1515181111924),4.93,15.76,Silt
558851,940,1,35.2,0.44,190,0.14,0.13,62,0.51,0.01,43.4,0.42,8,19.9,40,0.11,POINT (-6.061663920948348 54.20991234907087),4.4,19.46,Clay
558852,330,2,7.1,0.68,7,0.06,0.05,32,0.04,0.02,92.6,0.64,4,2.1,2,0.13,POINT (-6.127017739011778 54.1355601784929),3.16,66.81,Clay
558854,780,0.5,16.3,0.75,106,0.15,0.17,56,0.22,0.01,39.3,0.43,11.5,9,19,0.13,POINT (-6.232715300165136 54.146404642832486),4.24,21.51,Clay
558855,1300,0.5,42.1,0.95,373,0.21,0.17,129,0.65,0.02,54.4,0.49,10.1,25.5,44,0.1,POINT (-6.217444891161735 54.142037276735216),4.7,15.24,Clay
558856,920,0.5,41.4,0.21,143,0.52,0.09,34,0.26,0.03,14.9,0.27,2.1,10,16,0.06,POINT (-6.150862048546971 54.20992221445529),5.6,12.96,Loam
558857,1070,0.5,26.3,0.68,178,0.09,0.09,35,0.15,0.02,19.9,0.19,7,8.5,17,0.08,POINT (-5.957247263836099 54.0898554736081),4.17,13.12,Clay
558858,920,0.5,77.9,3.8,208,0.51,0.12,164,0.55,0.01,79.6,2.13,11.6,31.6,44,0.13,POINT (-6.092274356916351 54.205288509368664),5.05,24.98,Silt
558859,660,0.5,28.7,0.41,250,0.12,0.09,35,0.29,0.02,16.2,0.14,1.8,10.9,20,0.07,POINT (-6.111014428800507 54.21681545451776),5.05,8.11,Silt
558860,450,1,6.9,0.43,61,0.07,0.06,34,0.14,0.01,40,0.54,1.2,8.1,14,0.08,POINT (-6.05256859051369 54.18233335604872),4.41,51.76,Clay
558861,690,0.5,29.6,0.45,180,0.28,0.13,62,0.41,0.02,32.3,0.31,4.5,19,34,0.08,POINT (-6.122353132861231 54.189255373123004),3.19,11.04,Clay
558863,260,2,3.8,0.56,11,0.04,0.07,14,0.02,0.02,66,0.43,6.3,2.1,3,0.1,POINT (-5.963060355565495 54.12623799058937),4.81,39.19,Clay
558864,1210,0.5,26.7,0.77,693,0.33,0.22,61,0.36,0.02,23.9,0.25,1.8,12.6,22,0.07,POINT (-6.261436277819456 54.20167666360935),3.51,10.74,Clay
558865,980,0.5,28,1.65,536,0.26,0.18,104,0.61,0.01,53.6,0.46,7.7,23.8,53,0.13,POINT (-6.2112015140101855 54.18992523479064),5.31,16.09,Silt
558866,410,0.5,10.3,0.45,149,0.18,0.13,35,0.25,0.02,18.8,0.28,2.3,16.4,24,0.05,POINT (-5.9458411800931446 54.1143537631117),4.87,8.96,Clay
558867,1060,0.5,33.9,1.09,540,0.37,0.21,68,0.52,0.03,21,0.29,3.7,12.4,22,0.06,POINT (-6.26521189480138 54.16533277482936),5.23,10.99,Silt
558868,170,1,4.9,0.42,29,0.03,0.1,16,0.02,0.02,39.6,0.38,1.1,1.5,2,0.07,POINT (-6.017084384896055 54.16229168418776),3.41,20.54,Clay
558869,900,0.5,42.8,0.87,903,0.08,0.09,39,0.15,0.02,30,0.24,7.4,12.4,20,0.08,POINT (-5.99370793479694 54.087827504021774),4.18,9.5,Clay
558870,240,0.5,3.3,0.79,131,0.37,0.12,17,0.04,0.03,21.8,0.11,2.2,2.2,3,0.05,POINT (-5.940599306631947 54.13184902586842),6.12,7.32,Loam
558871,280,1,4.2,0.5,13,0.05,0.07,17,0.04,0.02,34.3,0.42,2.7,2.8,6,0.09,POINT (-6.177196241613495 54.143788487019776),3.62,40.04,Clay
558872,580,4,18.3,1.64,54,0.4,0.03,53,0.09,0.03,132,1.66,10.1,6.1,9,0.24,POINT (-6.0546284521522615 54.163587227778756),4.14,86.37,Clay
558873,860,0.5,40.8,0.71,381,0.2,0.27,53,0.66,0.02,15.6,0.22,3.4,29,56,0.06,POINT (-6.1838976058430655 54.20812471127334),4.82,8.52,Clay
558874,670,0.5,41.2,1.19,611,0.3,0.13,53,0.24,0.02,59.7,0.29,10.1,13.9,19,0.12,POINT (-5.90310813826639 54.10317503852764),5.76,7.33,Loam
558876,720,0.5,28.4,0.48,182,0.23,0.1,34,0.38,0.03,18.2,0.24,2.9,18.4,32,0.06,POINT (-6.039568755280432 54.27278431635759),4.75,9.95,Clay
558877,830,0.5,18.7,0.41,324,0.38,0.13,43,0.39,0.02,16.3,0.23,1.4,12.6,23,0.06,POINT (-6.226977620134649 54.22008778436187),5.84,8.58,Loam
558878,1110,0.5,34.5,1.17,589,0.11,0.27,131,0.75,0.01,49.3,0.36,13.7,29.9,50,0.14,POINT (-6.1531137915409 54.19175280180434),4.25,18.69,Clay
558879,510,0.5,12,0.56,72,0.23,0.18,49,0.14,0.01,44.3,0.46,5,7.8,12,0.1,POINT (-6.2148993780775434 54.15353647714764),4.05,23.93,Clay
558880,340,2,20.8,0.22,139,0.1,0.5,65,1.21,0.01,27.9,0.3,1.5,42.4,75,0.07,POINT (-6.0308822323181195 54.173525342928905),3.69,34.28,Clay
558881,740,0.5,25.6,0.57,171,0.33,0.11,34,0.16,0.02,24.2,0.29,6.4,9.7,18,0.07,POINT (-5.953762249081364 54.10879187616321),5.36,12.54,Silt
558882,540,3,12.2,1.5,104,0.22,0.06,39,0.07,0.02,76.6,1.28,7.9,4.5,7,0.18,POINT (-6.097667908970838 54.18964960867799),4.25,58.72,Clay
558883,980,0.5,25.4,0.48,295,0.35,0.16,76,0.4,0.02,39,0.33,4.6,19.3,40,0.09,POINT (-6.139840376842887 54.20003949419877),5.51,11.25,Silt
558884,650,0.5,28.6,0.6,94,0.21,0.12,37,0.11,0.02,32.5,0.34,6.8,6.6,12,0.11,POINT (-5.928994388718718 54.12156793138538),4.67,14.04,Clay
558885,500,0.5,11.1,0.62,57,0.16,0.11,22,0.08,0.02,24.4,0.19,6.4,4.8,9,0.07,POINT (-5.91402381544063 54.133341103452935),4.72,9.48,Clay
558886,450,0.5,16,0.9,54,0.32,0.11,22,0.04,0.03,25.3,0.29,4.9,2.9,5,0.06,POINT (-6.008585895254493 54.114483314096574),5.81,9.49,Loam
558888,920,0.5,32.6,0.73,187,0.48,0.1,31,0.21,0.02,20.7,0.24,6.1,7.5,14,0.08,POINT (-5.943004677210243 54.099676651264915),6.06,9.89,Loam
558889,780,0.5,33.6,3.58,501,0.28,0.26,214,0.71,0.01,92.7,0.48,11.4,28.2,57,0.09,POINT (-6.075367736050442 54.214202463853546),5.24,12.39,Silt
558890,690,0.5,33.9,1.01,325,0.23,0.12,93,0.41,0.02,51.5,0.79,14.6,16,34,0.09,POINT (-6.230231376844133 54.16731244275007),4.75,13.17,Clay
558892,760,0.5,20.3,0.71,650,0.35,0.16,62,0.4,0.02,19.9,0.23,2.7,16.9,27,0.08,POINT (-6.264111400101258 54.185757870853585),5.27,9.73,Silt
558893,910,0.5,18.3,1.12,740,0.16,0.11,53,0.26,0.02,51.8,0.28,10.1,12.2,19,0.08,POINT (-5.896312636165968 54.12051564539308),4.73,7.23,Clay
558894,860,0.5,29,0.79,422,0.28,0.1,37,0.17,0.01,25,0.28,6.4,10.5,19,0.07,POINT (-5.973765997688528 54.10028867114116),5.52,7.88,Silt
558895,770,0.5,28.9,0.48,207,0.37,0.11,43,0.31,0.03,17.7,0.4,2.3,10.6,16,0.06,POINT (-6.2431608089251815 54.17513016244242),5.74,9.68,Loam
558897,770,0.5,26.1,0.28,171,0.25,0.12,60,0.61,0.01,40.6,0.3,4.4,24.3,39,0.09,POINT (-6.181747645140659 54.1740206098335),4.7,15.49,Clay
558898,270,2,7.2,0.65,23,0.06,0.06,37,0.04,0.02,79.7,0.72,3.1,2,2,0.14,POINT (-6.015960240657493 54.180657371074886),3.03,47.2,Clay
558899,520,0.5,19.8,0.4,114,0.1,0.16,77,0.51,0.02,59.7,0.32,4.6,21.8,39,0.09,POINT (-6.049057996230402 54.21425537604681),4.11,18.19,Clay
558900,550,0.5,33.2,0.37,145,0.42,0.09,39,0.3,0.03,22.6,0.25,2.3,8.2,14,0.07,POINT (-6.237152440506538 54.18135883970983),5.31,13.81,Silt
558901,1490,0.5,28.3,1.22,301,0.35,0.19,54,0.29,0.02,18.9,0.34,7,13.8,28,0.1,POINT (-6.065192787535664 55.18473287536458),5.15,11.09,Silt
558904,790,0.5,22,0.22,82,0.34,0.13,25,0.16,0.01,19.8,0.26,1.4,5.7,13,0.08,POINT (-6.220930068588384 55.153038806753564),4.93,16.06,Silt
558905,630,0.5,7.3,0.67,13,0.22,0.04,38,0.12,0.04,95.3,0.68,2.3,3.2,2,0.16,POINT (-6.109454984669945 55.19698071134767),3.11,95.78,Clay
558906,930,0.5,21.3,0.5,289,0.29,0.16,43,0.27,0.02,15,0.22,2.5,12.8,21,0.06,POINT (-6.183109252940292 55.189521049423334),5.52,8.9,Silt
558907,580,0.5,17.5,1.1,440,0.03,0.21,46,0.36,0.01,28.7,0.12,16.6,15.4,23,0.07,POINT (-6.096557151151714 55.11768492462627),3.9,8.78,Clay
558908,300,0.5,11.7,0.41,645,0.08,0.18,42,0.51,0.02,22.1,0.18,1.4,17.3,27,0.07,POINT (-6.128965933256894 55.118160161361146),4.17,8.52,Clay
558909,770,1,6.3,0.75,1850,0.03,0.12,25,0.13,0.01,39.5,0.09,4.6,6.5,12,0.12,POINT (-6.160663632549295 55.0979709195001),3.82,16.27,Clay
558910,730,0.5,15.8,0.29,162,0.21,0.15,45,0.29,0.02,22.4,0.31,2.3,17.1,28,0.08,POINT (-6.139437007097947 55.20002031062914),4.63,13.49,Clay
558911,420,2,8.2,0.68,30,0.23,0.03,40,0.16,0.05,114,0.78,2.7,4.6,3,0.21,POINT (-6.139659380163473 55.14606641202715),2.97,92.45,Clay
558912,690,0.5,11,0.64,213,0.26,0.12,41,0.49,0.02,18.8,0.18,1.7,18.9,40,0.08,POINT (-6.033285287293533 55.153236093913335),4.29,29.7,Clay
558913,300,0.5,12.6,0.59,68,0.08,0.06,30,0.23,0.02,15.8,0.22,0.3,12.8,25,0.06,POINT (-6.114273178445441 55.15983488244249),3.24,48.03,Clay
558914,810,0.5,3.6,0.72,7270,0.25,0.1,22,0.07,0.01,27.5,0.21,1.1,2.6,10,0.08,POINT (-6.183486181379962 55.16951073161201),4.85,14.49,Clay
558915,440,0.5,7.9,0.84,3000,0.07,0.14,34,0.18,0.01,21,0.19,4.1,5.8,14,0.08,POINT (-6.203938729851725 55.16003947710385),4.23,8.47,Clay
558916,630,0.5,92.8,0.13,1100,1.03,0.07,66,2.46,0.14,4.2,0.18,0.05,163,78,0.02,POINT (-6.273541999118474 55.161171196696735),5.7,6.12,Loam
558917,950,0.5,25.5,0.66,409,0.1,0.11,51,0.28,0.02,19.3,0.18,2.9,15.2,26,0.07,POINT (-6.222220837516362 55.18784275894519),4.42,8.98,Clay
558918,1480,0.5,46.8,1.02,989,0.39,0.19,80,0.62,0.02,30.7,0.5,4.5,37.8,38,0.1,POINT (-6.176121407380388 55.195363985653564),4.87,9.95,Clay
558919,440,2,7.5,0.8,32,0.2,0.04,53,0.14,0.03,108,1.22,6.5,4.2,3,0.19,POINT (-6.163500170879739 55.115029326095126),3.07,93.47,Clay
558920,1960,0.5,15,0.98,1450,0.49,0.11,220,0.28,0.02,67,2.59,6.9,24,39,0.22,POINT (-6.1298280389893876 55.206305754025465),5.08,30.56,Silt
558921,770,1,12.2,0.85,28,0.05,0.03,20,0.11,0.03,61,0.27,2.1,9.4,26,0.18,POINT (-6.147174530168502 55.15821038698523),2.99,78.79,Clay
558922,450,3,10.8,0.91,10,0.22,0.04,82,0.15,0.04,132,1.04,5.5,3.4,2,0.27,POINT (-6.08215158500502 55.1605194667687),3.14,96.28,Clay
558923,1110,0.5,27.6,0.44,365,0.43,0.17,71,0.39,0.02,23.8,0.41,3.9,17,29,0.09,POINT (-6.162408917165915 55.1855184218982),5.33,14.52,Silt
558924,580,1,7.2,0.86,10,0.08,0.02,21,0.07,0.04,129,0.52,2.4,2.4,2,0.23,POINT (-6.159181287716399 55.15540970525915),2.84,95.72,Clay
558925,610,0.5,13.9,0.8,350,0.22,0.14,40,0.21,0.01,17.9,0.16,2.3,12.3,22,0.08,POINT (-6.204239302351517 55.179529747416055),5.3,8.79,Silt
558926,600,0.5,3.9,0.34,135,0.31,0.16,18,0.12,0.02,27.3,0.24,3.7,10.8,33,0.12,POINT (-6.048146265498245 55.10979427368898),5.02,11.32,Silt
558927,1030,0.5,36.3,0.61,501,0.33,0.17,69,0.6,0.02,24.8,0.44,3.2,34.1,38,0.1,POINT (-6.142602501179782 55.18229848241375),4.82,12.6,Clay
558928,430,2,4.9,0.43,17,0.16,0.04,38,0.15,0.03,60.4,0.53,1.6,2.2,1,0.12,POINT (-6.142915623729407 55.088456991558566),3.06,97.09,Clay
558929,820,1,8.3,0.88,24,0.11,0.14,30,0.09,0.03,78.7,0.38,27.3,4,4,0.22,POINT (-6.180035961203305 55.12984044269599),3.01,70.29,Clay
558931,550,0.5,29.2,1.24,2810,0.08,0.17,60,0.65,0.02,23.3,0.23,8.5,22.3,48,0.09,POINT (-6.110205255109313 55.12408744968939),4.2,9.49,Clay
558933,520,2,9,0.99,10,0.14,0.04,18,0.1,0.03,49.2,0.36,3.6,4.3,9,0.17,POINT (-6.061744889117782 55.17134579603291),3.03,83.2,Clay
558935,1190,2,54.4,1.09,578,0.26,0.15,78,0.33,0.01,40.3,0.85,11.9,27,22,0.2,POINT (-6.219605956059518 55.168318838048634),4.76,12.44,Clay
558936,810,0.5,32.7,0.61,602,0.34,0.11,58,0.52,0.02,16,0.3,4.2,43,82,0.08,POINT (-6.3151348935342915 55.15197914871059),4.6,11.78,Clay
558937,360,0.5,5.5,0.44,84,0.06,0.09,17,0.11,0.02,25.5,0.21,2.1,3.5,11,0.08,POINT (-6.0983167952493025 55.20263806134776),3.1,29.01,Clay
558938,1030,1,65.6,0.63,1220,0.32,0.13,56,0.56,0.02,16.9,0.41,4.2,50.7,62,0.14,POINT (-6.26740036911952 55.14684486151979),4.57,12.97,Clay
558939,410,1,5.6,0.56,7,0.14,0.03,41,0.13,0.04,82.6,0.65,6,2,2,0.16,POINT (-6.168966882174413 55.16304070008516),3.01,94.89,Clay
558940,570,2,9.5,1.07,10,0.18,0.03,58,0.14,0.04,120,0.84,5.5,3,2,0.23,POINT (-6.106103827782136 55.13952116773546),2.91,96.72,Clay
558941,1270,0.5,38.5,0.56,448,0.42,0.15,72,0.51,0.03,21.6,0.29,4.3,31,31,0.12,POINT (-6.295903475220987 55.16297721949717),5.28,10.63,Silt
558942,770,0.5,28,0.62,417,0.2,0.11,54,0.41,0.02,19.5,0.25,9.1,31.7,41,0.08,POINT (-6.23491564483388 55.19512435598729),4.62,10.29,Clay
558943,1060,0.5,37.2,0.62,906,0.24,0.1,62,0.57,0.02,18.6,0.28,3.7,48.4,42,0.09,POINT (-6.2878157623190045 55.174839069338624),4.83,13.33,Clay
558944,480,0.5,8.1,0.54,24,0.18,0.05,19,0.06,0.02,45.2,0.28,1.6,4.1,13,0.15,POINT (-6.16161377829423 55.171761139559855),3.57,35.06,Clay
558945,600,1,5.6,0.32,81,1.01,0.09,27,0.06,0.02,45.2,0.46,1.6,3.5,5,0.14,POINT (-6.190667387183037 55.153383781130174),4.53,61.15,Clay
558946,1100,1,8.8,1.61,39,0.48,0.05,21,0.08,0.02,53.9,0.39,3.6,5.5,7,0.17,POINT (-6.078754619765254 55.127719110385385),3.91,79.66,Clay
558948,480,2,8.9,1.35,21,0.13,0.04,21,0.09,0.03,80.2,0.44,4,4.6,11,0.15,POINT (-6.0752911151427655 55.139415590198055),3.24,75.45,Clay
558949,890,2,20,0.92,33,0.16,0.06,35,0.1,0.03,106,0.49,9.6,9.5,15,0.2,POINT (-6.130178407022948 55.13145710242789),3.32,86.84,Clay
558950,1250,0.5,45.4,0.34,281,0.24,0.14,40,0.34,0.02,17.5,0.29,5.4,11.9,21,0.09,POINT (-6.257751800545087 55.14005032984127),4.75,11.32,Clay
558951,440,2,7.3,0.67,12,0.23,0.03,47,0.12,0.04,127,0.98,6.9,3.4,3,0.18,POINT (-6.191694192630897 55.11543323589947),3.14,96.44,Clay
558952,910,2,21,0.95,17,0.18,0.06,25,0.08,0.04,58.9,0.64,4.1,9.3,20,0.22,POINT (-6.150217341026628 55.220901052341425),3.78,75.73,Clay
558953,330,2,9.2,0.88,15,0.28,0.04,56,0.11,0.04,135,1.35,6.5,3.3,3,0.19,POINT (-6.179578913016026 55.107499636112955),3.42,96.09,Clay
558954,380,2,7.9,0.72,12,0.17,0.03,73,0.13,0.04,101,0.82,5,2.6,3,0.16,POINT (-6.1113327997958775 55.10618180829152),3.03,96.76,Clay
558955,330,1,4.5,0.37,7,0.17,0.02,24,0.12,0.04,52.8,0.37,4,8.1,1,0.08,POINT (-6.1724742067393725 55.14605993859012),3.04,96.75,Clay
558956,560,0.5,19,0.49,143,0.23,0.07,20,0.1,0.01,14.6,0.17,4.2,5.9,14,0.07,POINT (-6.182894297064209 55.20355052728464),5.43,10.78,Silt
558957,1280,0.5,12.6,0.4,112,0.46,0.1,34,0.14,0.02,19.8,0.32,3.3,5.5,15,0.09,POINT (-6.210250727802481 55.128419478758346),5.09,20.25,Silt
558958,460,1,8.3,0.52,10,0.13,0.05,20,0.11,0.03,46.3,0.31,1.9,3.4,4,0.14,POINT (-6.242810861846289 55.12994461968072),2.98,80.57,Clay
558959,360,2,4.4,0.44,2.5,0.17,0.02,29,0.11,0.03,62.5,0.45,3.6,2.3,2,0.11,POINT (-6.249434489553168 55.11688773642965),3.01,96.54,Clay
558961,760,0.5,16.3,0.52,432,0.17,0.12,44,0.32,0.02,15.2,0.24,2.2,21.9,38,0.07,POINT (-6.284749482320994 55.15340585591158),4.3,10.32,Clay
558962,560,2,11.1,1.03,14,0.22,0.03,60,0.12,0.04,127,1.12,5.2,4.4,2,0.28,POINT (-6.100358947233163 55.16800082410403),3.04,95.01,Clay
558963,1690,3,8.1,9.09,627,0.49,0.07,61,0.1,0.05,68,0.62,49.1,10,17,0.3,POINT (-6.05900544889812 55.154079760201896),4.19,81.29,Clay
558964,1280,1,20,1.49,598,0.77,0.06,157,0.42,0.02,33.2,0.42,4,17.4,33,0.15,POINT (-6.143796729122866 55.218728235007156),5.51,30.13,Silt
558965,910,0.5,7.7,0.52,258,0.78,0.05,32,0.06,0.01,53.1,0.52,2.5,4.4,13,0.16,POINT (-6.201221923028715 55.14336137175541),4.46,57.51,Clay
558967,710,0.5,106,0.64,1090,0.2,0.21,82,0.56,0.02,24.6,0.3,4.4,23.3,37,0.08,POINT (-6.218617648254122 55.13241414887914),4.37,10.15,Clay
558968,780,0.5,7.9,1.56,61,0.35,0.09,23,0.09,0.02,46.2,0.3,4.3,4.6,14,0.14,POINT (-6.048212127376133 55.144105700443895),3.89,55.83,Clay
558969,920,2,10.9,1.21,74,1.19,0.05,29,0.08,0.02,81.5,0.69,4,4.2,8,0.21,POINT (-6.094889111708096 55.13427931881307),4.41,82.23,Clay
558970,600,0.5,9.9,0.56,120,0.24,0.09,19,0.06,0.01,28.4,0.22,5.6,5.1,19,0.08,POINT (-6.042736374675628 55.122033696339486),4.67,15.57,Clay
558971,340,2,7.2,0.56,6,0.18,0.02,37,0.11,0.04,129,0.83,7,2.8,2,0.17,POINT (-6.128836997987664 55.09812385309407),3.1,96.68,Clay
558972,810,0.5,12.9,0.44,473,0.38,0.11,57,0.38,0.01,15.9,0.28,2.2,22.7,44,0.06,POINT (-6.229700693122561 55.15939229321882),5.45,11.37,Silt
558973,220,0.5,7.3,0.42,36,0.09,0.06,16,0.09,0.01,24.4,0.14,1.8,7.8,27,0.11,POINT (-6.234929497436198 55.18096622387818),3.44,23.81,Clay
558974,1080,0.5,36.4,1.02,1200,0.2,0.13,85,0.46,0.02,19.5,0.31,5.2,41.7,63,0.1,POINT (-6.296174293744111 55.14706196568688),4.62,16.63,Clay
558975,480,2,9.3,1.29,21,0.13,0.04,38,0.11,0.03,89.2,0.6,6.8,5.4,12,0.16,POINT (-6.098782977528894 55.15066410151154),3.11,83.39,Clay
558976,710,0.5,11,0.96,83,0.38,0.09,30,0.11,0.03,36,0.31,2.8,10.2,37,0.14,POINT (-6.167936933183847 55.212508149798516),4.65,35.42,Clay
558977,710,0.5,33.6,0.61,236,0.19,0.12,46,0.35,0.02,23,0.28,4.6,19.2,28,0.11,POINT (-6.2824565167385105 55.1366728730205),4.56,12.6,Clay
558978,640,2,8.9,0.78,16,0.12,0.05,32,0.05,0.02,66.1,0.33,2.3,8.3,16,0.19,POINT (-6.154807528259723 55.13222795222544),3.06,80.62,Clay
558979,590,1,6.2,0.93,10,0.21,0.03,25,0.08,0.03,53.9,0.39,2.3,3.2,3,0.15,POINT (-6.075235589207264 55.17932178350717),3.1,88.79,Clay
558980,890,0.5,35.8,0.45,344,0.29,0.15,51,0.29,0.02,20.1,0.26,3.6,12,20,0.08,POINT (-6.235737560343566 55.14562688348714),5.08,8.6,Silt
558981,760,0.5,18.6,0.8,531,0.31,0.1,56,0.38,0.02,20.4,0.25,5.1,20.9,30,0.1,POINT (-6.219733811847233 55.203465105072375),5.06,9.44,Silt
558982,750,0.5,20.3,0.4,146,0.43,0.14,38,0.23,0.02,20.7,0.32,3.8,10.4,19,0.09,POINT (-6.1662123837221055 55.18099393996816),5.26,14.81,Silt
558983,1030,1,22.7,1.03,28,0.32,0.05,26,0.1,0.03,94.8,0.79,8.9,7.5,14,0.23,POINT (-6.089282999149502 55.191195009338024),3.69,72.85,Clay
558984,720,1,5.9,0.53,11,0.57,0.05,36,0.12,0.03,98.2,0.64,3.2,3.8,5,0.12,POINT (-6.109834323845899 55.17604504409162),3.55,94.51,Clay
558985,580,0.5,10.7,1.13,23,0.07,0.06,20,0.08,0.02,60.9,0.38,3.7,9.2,21,0.17,POINT (-6.066786896436376 55.13365690342998),3.45,39.96,Clay
558986,760,0.5,9.2,0.81,163,0.19,0.08,58,0.19,0.02,29.3,0.29,2.7,16.1,34,0.13,POINT (-6.158088555870667 55.206322667938736),4.49,19.98,Clay
558987,890,0.5,30,0.59,575,0.44,0.12,58,0.53,0.02,17.3,0.34,4.1,27.2,34,0.09,POINT (-6.121541695661967 55.17344101877588),5.54,10.63,Silt
558988,920,0.5,12,0.68,38,0.11,0.06,32,0.09,0.02,34.6,0.27,3.6,5.3,10,0.22,POINT (-6.270486403222382 55.12591170967423),3.31,79.7,Clay
558989,760,0.5,34.5,0.37,227,0.27,0.15,58,0.42,0.02,25.1,0.34,4.2,20.6,31,0.08,POINT (-6.128718172545124 55.18643433695012),4.49,16.41,Clay
558990,650,0.5,9,0.57,23,0.08,0.11,28,0.07,0.02,35.6,0.32,2.1,4.4,6,0.16,POINT (-6.280138100837895 55.11838524603798),4.58,59.98,Clay
558991,720,1,6.3,1.19,36,0.13,0.05,19,0.1,0.04,67.2,0.32,3.7,3.8,5,0.15,POINT (-6.046546678039229 55.15603684140865),3.05,80.84,Clay
558992,800,0.5,60.6,0.67,1420,0.13,0.04,107,1.33,0.02,19.5,0.71,2.7,120,75,0.15,POINT (-6.249591169455182 55.15056112877661),3.15,28.79,Clay
558993,410,2,9.1,1.02,7,0.19,0.02,54,0.1,0.04,136,0.97,5,3.4,3,0.25,POINT (-6.12790733959806 55.1521661855633),2.95,96.05,Clay
558994,560,0.5,21.4,0.77,210,0.15,0.06,29,0.15,0.02,17.6,0.2,3.9,11.1,25,0.08,POINT (-6.19639836991339 55.201576956025136),4.52,11.6,Clay
558995,920,0.5,8.3,0.8,39,0.43,0.07,22,0.08,0.03,71.4,0.43,3.4,4.8,10,0.2,POINT (-6.187600967610942 55.13797582537312),3.57,92.05,Clay
558997,1000,0.5,24.2,0.58,177,0.32,0.04,34,0.38,0.04,38.1,0.23,2.1,50.3,68,0.21,POINT (-6.244434331968171 55.17331460470158),3.73,56.17,Clay
